industry,business_age_years,num_employees,business_type,gst_registered,region,annual_revenue_lakh,gross_margin_pct,operating_cash_flow_lakh,revenue_growth_yoy_pct,revenue_volatility_6m_pct,debt_to_equity_ratio,current_ratio,accounts_receivable_days,months_on_platform,total_invoices_lifetime,avg_invoice_value_lakh,invoice_frequency_monthly,pct_invoices_paid_on_time,avg_payment_delay_days,max_payment_delay_days,dispute_rate_pct,order_value_trend,has_existing_loans,num_active_loans,existing_loan_lakh,prev_bnpl_defaults,credit_bureau_score,months_oldest_credit,num_credit_enquiries_6m,relationship_tenure_months,num_unique_billers,repeat_order_rate_pct,platform_gmv_lakh,last_order_days_ago,support_tickets_open,sector_bnpl_penetration_pct,macro_gdp_growth_pct,default_probability,bnpl_approved,credit_limit_lakh,credit_source
Logistics & Freight,1.4,20,Pvt Ltd,0,Rural,407.68,8.44,29.22,-12.72,21.32,0.341,2.138,85.2,4,100,3.164,4.26,68.5,1.3,3.7,0.13,growing,0,0,0,0,502,52,1,4,6,93.4,316.4,1,0,15,6.65,0.6167,0,0,none
Wholesale Trade,16.2,35,Sole Prop,0,Rural,1455.8,37.14,159.09,20.46,1,0.868,2.212,50,6,11,0.174,3.85,67.5,2.7,6.8,1.11,growing,1,1,6.17,1,683,61,2,6,3,69.4,1.91,34,0,18,6.36,0.7538,0,0,none
Professional Services,1.8,4,LLP,1,Rural,689.61,12.64,60.12,-12.43,18.24,8,1.448,25.8,3,27,0.203,2.11,88.7,22.9,23.1,0.85,stable,1,1,14.95,0,686,54,1,3,1,65.9,5.48,0,0,30,6.09,0.5748,0,0,none
Construction,3.6,9,Partnership,0,Tier-1,874.46,2,6.96,-0.16,21.13,1.577,1.445,57.3,38,18,0.459,2.34,85.6,41.9,42.6,6.63,growing,1,2,18.1,0,634,34,2,38,5,47.5,8.26,44,1,10,4.51,0.6646,0,0,none
Healthcare Supplies,1.1,9,Partnership,1,Tier-2,151.89,9.49,13.75,22.56,32.04,8,1.868,16.2,28,31,36.342,2.6,80.9,1.6,9.9,0.66,stable,0,0,0,0,765,26,3,28,2,63.7,1126.6,21,1,20,7.49,0.2795,1,74.22,platform
Construction,5.1,20,Public Ltd,1,Tier-2,7.73,9.65,0.63,-30.51,1.64,0.314,0.892,28.9,5,115,8.483,1.81,82.4,26.1,26.6,4.21,growing,1,3,13.64,0,690,33,0,5,4,89,975.54,18,0,10,4.77,0.3332,1,44.84,biller
Logistics & Freight,2.9,24,LLP,1,Tier-2,209.56,21.16,4.55,29.55,25.74,1.16,2.18,18.4,28,65,2.339,4.85,61.4,0.5,3.8,3.63,growing,0,0,0,0,645,0,3,28,6,74.2,152.04,7,0,15,4.96,0.3359,1,25.16,biller
IT Services,2.7,6,Partnership,1,Metro,71.5,26.32,5.99,7.27,30.94,0.564,2.414,18.5,46,4,8.77,5.27,56.5,3.3,9.1,2.17,stable,1,4,8.56,0,448,20,0,46,2,70.5,35.08,42,2,35,5.38,0.3276,1,20.17,biller
FMCG Distribution,9.3,2,Sole Prop,0,Tier-2,546.76,5.76,8.32,1.82,4.05,0.846,3.193,62.6,2,71,5.039,5.79,76.4,23,44.2,1.31,growing,1,2,82.61,0,516,31,0,2,3,84.1,357.77,5,0,25,5.49,0.4168,0,0,none
Professional Services,0.5,37,Sole Prop,0,Rural,15.2,25.6,2.27,-19.59,21.5,1.339,0.662,41.3,43,30,15.252,1.57,80.9,1.6,5.8,2.15,declining,0,0,0,1,576,90,1,43,3,94.7,457.56,4,1,30,7.89,0.8459,0,0,none
IT Services,8.5,3,Pvt Ltd,1,Tier-2,577.97,38.8,151.45,9.81,1.94,0.939,2.13,57.4,31,21,1.844,0.97,87.4,6.5,11.5,2.18,growing,1,3,9.05,0,667,117,0,31,3,38.3,38.72,20,0,35,6.48,0.0778,1,44.06,platform
Professional Services,4.7,16,Partnership,1,Tier-1,236.03,34.19,64.39,8.5,14.74,0.557,2.206,49.6,33,121,3.886,5.72,97.7,13.6,20,4.68,stable,0,0,0,0,608,7,1,33,5,69.9,470.21,1,0,30,6.29,0.1118,1,47.27,biller
Logistics & Freight,21.9,10,Public Ltd,1,Metro,297.47,28.95,46.38,18.93,4.61,0.875,3.674,14.3,1,9,2.336,9.73,83,0.3,2,0.33,stable,0,0,0,0,761,16,0,1,4,95.4,21.02,48,1,15,5.94,0.0688,1,18.04,biller
IT Services,5,14,LLP,1,Tier-3,431.07,26.89,61.37,-1.39,21.82,0.622,1.495,39.2,40,42,6.42,0.72,90.5,2.5,7.3,4.32,declining,1,4,74.23,0,605,11,2,40,3,83,269.64,6,0,35,6.47,0.1642,1,43.62,biller
IT Services,0.8,74,LLP,0,Tier-3,174.19,18.2,21.27,-11.51,14.5,1.713,1.498,25.9,72,12,3.855,8.75,75.8,15.1,15.7,0.04,growing,1,2,13.17,0,736,75,1,72,3,52.2,46.26,46,1,35,7.52,0.3408,1,30.31,biller
Manufacturing,0.8,344,Pvt Ltd,0,Metro,113.73,39.03,44.39,14.27,11.51,2.784,1.471,35.4,18,26,1.884,4.34,94.8,6.8,7.9,3.76,stable,0,0,0,0,691,28,1,18,4,55.1,48.98,28,1,22,7.29,0.4209,0,0,none
Wholesale Trade,11.2,2,Public Ltd,1,Tier-2,888,27.15,53.35,-3.55,21.1,3.5,1.35,43.3,26,8,6.003,21.64,88.5,0.6,17,3.4,stable,0,0,0,0,592,31,1,26,2,92.8,48.02,22,0,18,7.69,0.2707,1,44.61,biller
Manufacturing,9.7,35,Sole Prop,1,Tier-1,415.89,12.35,6.69,18.09,6.47,1.548,1.052,38.9,10,14,4.608,5.98,80.1,0.5,23.3,1.64,declining,0,0,0,0,712,12,1,10,5,70,64.51,26,0,22,6.55,0.1583,1,26.89,platform
IT Services,2.6,10,Pvt Ltd,1,Tier-1,475.5,20.19,44.73,-12.62,15.2,1.306,0.989,49.2,2,49,4.39,0.83,86.3,10.4,10.9,2.56,stable,1,3,27.45,0,652,95,0,2,3,68.5,215.11,29,0,35,8.25,0.2782,1,31.51,platform
Retail (B2B),5.3,38,Sole Prop,1,Tier-1,161.49,13.89,9.43,23.88,21.96,0.4,1.169,47.6,9,9,2.925,12.2,90.4,1.3,5.4,2.73,growing,1,2,110.76,0,753,22,2,9,9,73.5,26.32,0,1,28,5.04,0.1648,1,13.16,platform
IT Services,3.9,34,LLP,1,Tier-3,211.31,20.33,17.85,37.8,11.68,1.264,2.067,24.9,33,11,0.519,2.61,45.9,28.9,46,3.21,declining,0,0,0,1,699,0,0,33,2,67.1,5.71,4,0,35,5.83,0.7956,0,0,none
Professional Services,17.6,57,Pvt Ltd,1,Tier-2,177.94,36.59,38.86,4.67,16.31,1.621,1.053,47.1,9,19,4.11,5.7,93.2,6.4,10.8,1.09,stable,0,0,0,0,699,14,0,9,1,84.7,78.09,5,1,30,4.96,0.1272,1,18.64,biller
Retail (B2B),15.5,16,LLP,1,Metro,15.77,19.88,0.96,34.98,12.45,1.04,2.26,79.8,6,121,0.189,4.79,68.6,4.4,8.5,2.1,growing,0,0,0,0,646,41,2,6,3,65.8,22.87,44,0,28,5.21,0.2196,1,6.69,platform
IT Services,21.1,4,LLP,0,Tier-1,26.22,12.46,1.47,23.07,29.31,0.529,1.621,34.1,15,4,0.731,6.09,35.4,9.3,20.6,1.07,growing,1,4,27.64,0,597,0,1,15,6,60.4,2.92,29,0,35,8.07,0.5131,0,0,none
Manufacturing,10.6,33,Pvt Ltd,1,Metro,152.56,34.49,27.7,14.73,29.12,2.489,2.165,15.7,49,1,13.334,15.38,92.2,20,23.4,5.04,declining,0,0,0,0,710,0,2,49,3,84.7,13.33,71,0,22,7.03,0.1022,1,28.69,biller
Wholesale Trade,12.5,13,LLP,1,Metro,13.09,37.32,2.6,7.73,14.18,0.699,2.341,40,12,16,0.741,4.78,76.8,7.8,14.5,1.22,stable,0,0,0,1,631,44,1,12,5,52,11.86,19,0,18,6.51,0.532,0,0,none
Healthcare Supplies,1.7,9,LLP,1,Rural,155.37,12.58,11.04,-2.89,13.83,2.738,1.436,60.9,11,3,4.676,15.21,88.6,3.4,3.6,6.75,growing,0,0,0,2,508,58,2,11,2,75.8,14.03,7,1,20,6.62,0.9319,0,0,none
Logistics & Freight,9.4,7,Pvt Ltd,1,Tier-1,51.83,39.76,11.59,31.96,4.89,2.574,2.966,58,9,30,17.109,2.91,72.6,2.1,14.6,1.57,stable,0,0,0,0,745,10,2,9,5,75.6,513.27,20,0,15,5.8,0.1721,1,32.62,platform
Healthcare Supplies,6.7,36,Pvt Ltd,1,Tier-3,162.98,33.55,21.77,27.92,37.57,0.247,2.932,52.4,8,16,4,5.36,65.6,1.6,4,2.73,stable,1,1,280.51,3,538,0,1,8,3,46.4,64,14,0,20,5.73,0.8496,0,0,none
Manufacturing,17,71,Partnership,1,Metro,229.98,15.38,18.97,-12.91,22.83,2.638,0.915,76.7,8,11,3.985,13.92,81.6,1.8,5.5,1.58,growing,0,0,0,0,579,18,3,8,2,43.5,43.84,3,0,22,7.78,0.3462,1,12.8,platform
Logistics & Freight,4.7,3,Pvt Ltd,1,Tier-3,13.44,36.63,2.95,10.3,24.01,1.154,1.164,74,50,95,0.733,5.55,83.7,1,8.2,4.31,stable,0,0,0,0,641,43,0,50,2,83.9,69.64,0,0,15,5.35,0.1836,1,25.03,biller
Manufacturing,0.9,24,Sole Prop,0,Metro,285.75,7.22,17.33,-8.28,29.26,0.359,1.398,67.6,5,24,14.314,13.21,72.7,2,9.2,1.65,stable,1,2,45.49,0,480,35,4,5,6,58.9,343.54,7,0,22,7.36,0.7031,0,0,none
Manufacturing,5,8,Partnership,0,Tier-2,96.61,16.22,3.6,17.5,14.52,0.831,2.752,39.6,10,108,2.432,2.78,76.6,7.1,12.1,3.66,growing,0,0,0,0,782,69,1,10,3,36.3,262.66,13,0,22,5.93,0.2646,1,20.14,platform
Wholesale Trade,6.3,2,Public Ltd,1,Tier-2,7.02,8.86,0.38,22.98,12.32,2.955,3.156,101.2,2,63,4.369,3.76,91.2,5,5.5,0.9,growing,0,0,0,0,783,52,0,2,6,58.9,275.25,1,0,18,7.94,0.161,1,19.1,platform
Manufacturing,1.7,14,Public Ltd,1,Rural,95.08,10.28,6.27,-23.27,29.91,1.354,1.915,31.6,9,1,4,10.83,84.3,23.1,33,0.53,declining,0,0,0,0,721,23,1,9,2,89.3,4,11,1,22,4.96,0.3246,1,8.28,biller
Retail (B2B),3,4,Pvt Ltd,1,Tier-1,308.44,32.21,64.19,6.33,9.59,0.805,3.358,62.9,6,15,1.076,11.63,76.1,9.9,11.3,0.64,growing,0,0,0,0,619,32,1,6,3,65.3,16.14,24,0,28,6.92,0.3059,1,17.19,platform
Wholesale Trade,5.1,2,Partnership,1,Tier-1,102.72,21.82,14.74,16.49,13.19,1.463,1.386,31.9,10,4,8.549,9.5,51.8,2.5,2.6,4.46,growing,0,0,0,0,578,3,0,10,4,66.2,34.2,6,0,18,7.2,0.5358,0,0,none
Professional Services,2.8,5,Partnership,1,Rural,94.32,8.67,2.22,9.83,18.11,1.205,3.494,60.3,8,30,12.701,9.02,80.2,3.1,19.8,0.88,stable,1,2,55.67,0,644,39,2,8,4,91,381.03,16,0,30,6.68,0.2764,1,27.22,biller
Retail (B2B),2.8,3,Partnership,1,Metro,224.85,14.92,21.48,43.67,4.17,0.514,2.649,56.6,31,53,14.043,5.31,79.2,1.7,3.5,0.7,declining,0,0,0,2,485,68,3,31,4,78.4,744.28,28,0,28,6.64,0.7984,0,0,none
Manufacturing,1.2,5,Partnership,1,Tier-2,92.67,14.02,8.14,-23.46,23.02,0.504,1.8,38.4,14,56,0.25,1.81,63.6,7.4,10.8,2.12,declining,1,1,26.97,2,533,0,2,14,3,78.3,14,16,0,22,6.69,0.9009,0,0,none
Manufacturing,14.6,2,Pvt Ltd,1,Tier-3,124.71,25.01,22.99,35.1,20.5,1.595,2.287,5,8,12,2.371,2.74,73.4,0.4,1.9,1.18,growing,1,4,29.7,1,565,66,0,8,2,71.7,28.45,0,1,22,6.31,0.6636,0,0,none
Logistics & Freight,7.4,7,Pvt Ltd,1,Tier-3,28.3,49.28,7.79,-9.67,9.59,2.235,2.998,88.5,7,87,0.947,2.19,79.9,4.2,5.2,1.19,stable,0,0,0,0,734,27,1,7,4,85.9,82.39,17,0,15,5.76,0.1852,1,11.43,biller
Wholesale Trade,0.5,5,Pvt Ltd,0,Tier-2,87.74,24.47,9.99,-34.86,26.65,0.975,1.322,77.2,1,9,10.003,10.38,65.8,1.8,8.8,2.04,stable,0,0,0,2,576,47,2,1,6,44.3,90.03,11,0,18,8.89,0.9697,0,0,none
FMCG Distribution,7.8,18,LLP,1,Tier-3,2534.4,25.26,544.36,14.4,3.27,1.638,1.204,74.8,4,17,10.524,1.99,93.4,8,8.7,2.22,growing,1,4,13.34,0,697,28,1,4,6,44.5,178.91,14,0,25,5.07,0.2007,1,114.31,platform
Professional Services,7.2,23,Pvt Ltd,1,Metro,232.71,40.49,27.84,5.49,11.3,0.723,2.169,15.9,31,20,11.843,0.61,94.3,10.1,19,3.17,stable,1,3,40.84,3,392,50,1,31,7,62.9,236.86,17,0,30,9.46,0.7126,0,0,none
Manufacturing,0.5,16,Pvt Ltd,0,Tier-3,264.22,15.49,10.5,9.84,29.94,6.032,1.498,64.9,7,434,1.629,5.4,63.2,13.7,15.9,1.56,stable,1,3,55.46,0,539,0,1,7,4,78.4,706.99,15,0,22,6.85,0.8848,0,0,none
IT Services,2.8,9,Sole Prop,1,Metro,73.72,37.99,8.12,18.43,13.68,1.33,1.651,42.1,45,16,12.853,4.87,79.9,5.7,6.1,0.3,stable,1,1,22.77,0,779,21,1,45,1,64.8,205.65,30,0,35,6.46,0.0805,1,31.88,biller
Wholesale Trade,5.2,9,Pvt Ltd,1,Metro,104.32,16.91,12.11,18.99,1,0.311,3.579,36.6,3,15,5.379,7.37,69.6,12,14,0.15,declining,0,0,0,0,657,45,0,3,5,90.3,80.68,2,0,18,7.15,0.2017,1,10.69,biller
Construction,3.5,4,Pvt Ltd,1,Rural,131.65,17.68,9.76,-2.62,17.43,0.593,1.104,28.5,3,35,2.334,9.44,62.2,0.7,6,4.03,stable,1,4,1.16,0,757,9,0,3,4,58.6,81.69,89,0,10,8.78,0.4527,0,0,none
IT Services,8,4,Sole Prop,1,Tier-3,616.39,18.04,63.63,24.24,12.19,1.054,2.557,74.1,30,8,14.392,4.52,83.9,9,12.8,4.18,declining,0,0,0,0,612,0,0,30,8,56.1,115.14,8,1,35,5.51,0.1344,1,48.46,platform
Retail (B2B),3.3,26,Partnership,1,Metro,971.06,20.72,190.41,-32.33,20.24,3.088,1.892,51.4,11,43,6.92,3.28,88,2.4,3.1,5.58,growing,1,4,26.12,0,726,44,1,11,2,56.4,297.56,3,2,28,5.69,0.2537,1,61.31,platform
Manufacturing,1.3,1,Pvt Ltd,1,Tier-3,95.96,19.9,5.84,6.11,25.97,2.274,0.947,45.3,27,7,0.226,4.34,68.4,0.1,11.2,1.18,growing,1,4,81.05,0,835,48,3,27,3,56.1,1.58,1,0,22,7.05,0.3332,1,13.65,platform
Construction,19.2,11,Partnership,1,Tier-1,175.43,26.3,8.06,30.59,14.33,0.796,0.871,52.4,6,4,0.456,5.67,51.2,4.8,18.4,1.35,declining,1,3,41.48,0,743,28,1,6,6,92.4,1.82,1,0,10,6.51,0.3343,1,8.83,biller
IT Services,1.9,8,Partnership,1,Tier-1,130.45,16.91,17.81,13.71,8.72,0.382,0.514,49,4,22,1.237,3.11,75.5,4.9,12.2,4.29,stable,1,4,176.43,0,635,0,1,4,7,67.1,27.21,40,0,35,7.39,0.2997,1,10.07,platform
Manufacturing,6.8,23,Partnership,1,Tier-2,527.06,23.21,47.88,9,20.59,1.122,1.322,65.1,14,72,3.557,3,89.2,9.3,10,0.88,growing,1,3,77.19,0,613,84,1,14,6,68.6,256.1,119,0,22,8.49,0.2415,1,40.35,platform
Construction,1.3,2,Sole Prop,1,Tier-2,349.33,2.66,2.85,1.12,4.9,0.782,0.964,5,6,3,18.441,10.99,75.3,15,25.1,1.04,stable,1,4,3.71,0,771,81,1,6,3,81.1,55.32,1,0,10,6.68,0.3657,1,16.36,platform
Logistics & Freight,2.5,12,Pvt Ltd,0,Tier-2,159.82,31.39,28.75,14.95,20.1,1.145,1.682,36.9,1,25,14.672,5.92,67.1,0.5,0.7,2.55,declining,1,4,48.8,2,724,0,3,1,2,84.4,366.8,22,2,15,8.17,0.9005,0,0,none
FMCG Distribution,3.4,17,Partnership,1,Tier-1,745.09,35.58,146.4,2.39,23.66,1.28,1.806,17.2,33,9,2.096,2.68,65.4,6.2,17.1,0.17,growing,1,1,6.37,0,531,24,0,33,2,85.8,18.86,49,0,25,8.09,0.3019,1,40.53,biller
Wholesale Trade,1.6,1,Sole Prop,1,Rural,374.41,24.66,35.37,20.54,25.63,1.673,0.701,50,25,47,2.763,2.97,77.4,3.9,27.2,4.78,growing,1,2,5.65,2,556,88,0,25,3,88.4,129.86,0,0,18,7,0.9169,0,0,none
Healthcare Supplies,3.5,3,LLP,1,Tier-1,61.59,30.97,14.12,-2.39,23.49,1.199,0.581,13.6,11,36,0.559,5.08,76.7,5.2,14.2,1.17,declining,1,4,3.92,0,715,49,2,11,1,76.5,20.12,80,2,20,7.71,0.2591,1,9.98,platform
Construction,1.4,11,LLP,1,Rural,183.37,11.95,8.88,38.51,11.91,0.239,2.173,20.4,5,19,9.418,1.24,77.8,2.9,9.6,4.43,growing,1,2,19.74,0,613,6,0,5,3,89,178.94,17,0,10,6.16,0.3695,1,17.52,biller
Wholesale Trade,4.6,21,Partnership,1,Tier-3,141.58,40.21,22.42,18.94,13.83,1.656,1.345,51.4,6,29,4.274,5.7,39.6,0.2,12.7,1.53,growing,1,1,13.95,0,848,48,3,6,4,55.4,123.95,29,0,18,7.07,0.4904,0,0,none
Construction,5.9,14,Partnership,1,Tier-3,45.47,24.28,1.47,44.26,19.27,1.905,1.074,39.1,1,221,2.234,4.28,90.4,9.8,11.5,0.54,growing,1,4,9.1,0,669,0,1,1,4,46.5,493.71,36,0,10,8.03,0.402,0,0,none
IT Services,0.8,22,Partnership,0,Tier-1,132.23,2.74,0.18,0.24,23.15,0.845,1.437,52.1,2,120,1.501,4.24,51.7,5.1,8,0.85,growing,0,0,0,0,611,0,0,2,3,66.6,180.12,4,0,35,5.48,0.674,0,0,none
Professional Services,10.7,3,LLP,1,Tier-3,893.12,36.58,215.32,32.49,5.11,0.441,2.056,21,6,8,5.75,2.98,76.6,2.9,9.9,2.73,growing,0,0,0,0,767,39,1,6,4,91.1,46,17,1,30,5.2,0.0883,1,48.49,biller
Manufacturing,1.5,2,LLP,1,Tier-3,839.56,30.61,69.33,-17.31,24.21,2.067,2.675,40.2,25,8,5.136,3.16,78.7,0.6,4.1,1.81,stable,1,4,14.54,0,900,0,1,25,9,60.2,41.09,26,0,22,7.24,0.1415,1,49.93,platform
Construction,1.8,13,Pvt Ltd,1,Metro,651.03,44.46,162.62,22.44,3.16,1.078,1.635,44,22,22,4.434,5.09,74.2,9.1,11,1.39,stable,1,3,14.49,0,799,20,2,22,6,60.2,97.55,14,0,10,4.83,0.204,1,46.53,platform
Retail (B2B),5.9,3,Pvt Ltd,1,Tier-2,539.59,41.97,226.47,5.69,5.87,0.699,1.862,17.6,8,4,45.466,1.55,77.3,1.7,18.5,2.87,stable,0,0,0,0,839,0,2,8,2,83.6,181.86,1,0,28,5.39,0.1178,1,49.1,biller
Professional Services,3.7,4,Partnership,0,Tier-1,242.54,38.1,66.19,10.38,1.52,1.472,2.613,31,29,20,6.654,4.29,51.9,0.7,45.2,3.39,stable,1,4,7.55,0,732,29,0,29,1,59.1,133.08,2,1,30,6.88,0.33,1,25.07,platform
Retail (B2B),4,33,Pvt Ltd,1,Rural,78.11,27.69,13.13,22.59,20.21,3.124,2.585,48.5,12,87,2.722,4.07,87.1,0.3,20.6,0.72,growing,0,0,0,0,776,30,2,12,2,40.6,236.81,26,0,28,5.4,0.2817,1,19.01,platform
Professional Services,1.2,14,Public Ltd,0,Rural,399.12,30.56,86.12,22.87,21.22,0.898,2.908,37.7,37,56,15.451,5.54,76.5,12.7,18.9,2.66,growing,1,3,29.06,0,666,38,4,37,5,87.2,865.26,16,0,30,5.69,0.4211,0,0,none
FMCG Distribution,8.7,6,Pvt Ltd,1,Tier-2,18.09,9.06,1.64,24.77,17.02,1.098,0.865,28.1,1,26,0.359,2.27,75.1,3,15.9,1.23,declining,1,4,22.97,0,709,22,2,1,9,61.3,9.33,1,0,25,8.47,0.2375,1,3.92,platform
Retail (B2B),5.3,5,Pvt Ltd,1,Metro,70.77,18.68,1.7,15.04,9.36,1.041,0.406,49.6,28,78,10.702,5.45,73.4,5,8.2,1.02,stable,0,0,0,0,795,98,4,28,5,77.6,834.76,13,0,28,6.13,0.1926,1,55.93,biller
Healthcare Supplies,1.2,24,LLP,1,Metro,851.21,57.81,278.53,18.84,19.73,0.497,1.111,34.9,18,11,4.228,6.01,78.6,8.4,23.7,2.56,stable,0,0,0,0,620,43,3,18,3,71.6,46.51,4,0,20,6.44,0.315,1,45.23,platform
Professional Services,2.8,15,Pvt Ltd,1,Tier-3,91.02,2,1.76,3.56,8.29,1.252,2.632,50.7,6,242,3.512,7.45,95.2,5.9,9.2,3.06,growing,1,1,18.34,0,697,22,2,6,4,64.8,849.9,2,0,30,5.99,0.171,1,51.85,platform
Manufacturing,8.8,3,Pvt Ltd,1,Tier-3,444.06,25.72,77.32,-4.88,11.74,4.952,1.601,56,17,17,2.617,4.71,73.5,4.8,17.3,1.41,growing,1,1,70.29,0,594,28,2,17,5,32.1,44.49,9,1,22,4.95,0.4039,0,0,none
IT Services,4.7,1,Partnership,1,Metro,109.04,21.53,21.16,11.33,6.63,0.325,3.097,57,17,14,3.129,3.29,73.6,13.3,17.8,1.8,stable,1,2,1.75,0,632,9,1,17,2,67.3,43.81,17,1,35,6.39,0.1697,1,15.9,platform
IT Services,1.1,96,Partnership,0,Metro,391.6,32.24,56,-34.91,21.47,1.121,0.881,47.5,13,7,1.714,5.65,57.3,1.1,13.4,3.3,growing,1,4,3.76,0,691,118,0,13,3,51.3,12,6,0,35,9.36,0.5218,0,0,none
Retail (B2B),2.8,3,Pvt Ltd,0,Tier-1,20.99,24.38,1.47,16.38,9.19,2.563,1.12,41.3,34,21,2.397,7.12,70.8,16.7,16.9,0.42,growing,0,0,0,0,553,17,1,34,5,89.6,50.34,17,0,28,7.6,0.6597,0,0,none
Wholesale Trade,1.9,21,Partnership,1,Tier-1,1075.48,36.57,393.3,25.4,18.87,0.531,2.037,44.1,32,149,0.457,3.25,65.6,6,15.5,1.73,declining,0,0,0,0,667,26,1,32,5,77.4,68.09,18,0,18,7.73,0.2356,1,68.91,biller
Manufacturing,4.1,64,Pvt Ltd,1,Tier-3,38,22.18,5.22,20.4,15.88,1.569,1.825,71.4,4,88,2.117,0.83,83.3,3.6,9.2,0.41,stable,1,2,4.5,0,648,60,1,4,6,89.8,186.3,2,0,22,6.14,0.2403,1,14.8,biller
Retail (B2B),9.8,14,Partnership,0,Tier-3,26.94,31.29,6.8,-4.22,31.01,2.726,1.839,31.1,4,7,2.345,6.49,76.5,1.6,7.4,0.38,growing,1,4,80.88,0,544,30,1,4,3,54.9,16.42,47,1,28,7.1,0.5558,0,0,none
IT Services,3.4,6,Partnership,1,Tier-2,997.53,26.39,216.42,-32.89,15.69,0.403,1.521,72.3,9,377,3.305,9.25,89.6,4.7,7.3,2.22,growing,1,3,58.82,0,761,22,4,9,8,79.7,1245.99,17,0,35,6.36,0.115,1,110.9,platform
Manufacturing,3.3,2,LLP,1,Tier-1,180.56,18.5,30.73,21.12,27.44,4.653,1.556,34.9,16,26,1.579,2.56,91.9,0.8,5.3,3.79,declining,0,0,0,2,538,88,1,16,4,71,41.05,4,0,22,6.22,0.8691,0,0,none
FMCG Distribution,12.3,2,Partnership,1,Tier-2,118.07,16.79,13.35,-7.77,23.09,1.225,3.791,54.6,20,10,11.758,9.56,89.7,4.6,16.6,1.97,growing,0,0,0,0,658,48,2,20,4,77.6,117.58,0,0,25,6.51,0.1094,1,21.77,biller
Construction,4.8,18,Partnership,1,Metro,1627.34,37.33,415.81,-17.75,3.77,0.954,1.562,49,64,56,2.879,6.42,78.3,8.3,12.9,0.67,declining,1,3,46.61,0,616,87,1,64,5,56.6,161.22,3,0,10,5.54,0.1505,1,102.1,biller
Wholesale Trade,4.7,60,Partnership,1,Metro,504.47,29.5,107.8,26.97,9.43,0.398,2.836,58.6,5,58,4.531,1.27,79.7,1,10.8,1.47,stable,1,1,17.96,2,466,47,0,5,2,64.4,262.8,101,0,18,8.66,0.8066,0,0,none
Construction,2,7,Pvt Ltd,1,Tier-1,96.61,33.95,14.42,-19.11,12.28,0.8,1.618,5,11,22,1.46,12.15,91.4,16.4,22.5,3.53,stable,1,4,33.19,0,571,57,0,11,9,86.3,32.12,17,0,10,5.39,0.3077,1,9.74,biller
Construction,5.2,6,Pvt Ltd,1,Tier-2,150.18,37.06,48.01,4.57,20.45,0.333,2.854,56.2,4,13,2.575,7.89,91.7,14.1,15.4,1.4,stable,0,0,0,0,657,51,0,4,3,99,33.48,20,0,10,5.58,0.1993,1,12.28,biller
Professional Services,4.8,26,Sole Prop,1,Tier-2,815.23,15.79,58.84,43.55,22.76,0.251,1.566,41.4,27,35,4.943,3.7,76.6,0.9,28,1.24,growing,1,3,9.2,0,769,58,0,27,5,72,173,0,0,30,6.94,0.0887,1,58.86,biller
Wholesale Trade,3,5,Pvt Ltd,1,Metro,47.04,18.75,7.73,-5.35,21.54,1.542,1.486,57.6,7,30,11.075,9.47,73.9,15.7,23.5,0.52,growing,1,1,2.05,0,645,19,0,7,2,90,332.25,1,0,18,6.67,0.4074,0,0,none
Manufacturing,23.9,16,Sole Prop,1,Tier-1,1367.64,17.91,195.65,-13.31,7.05,1.477,1.561,50.8,44,16,8.078,6.46,66.1,11,18.8,4.02,stable,1,3,13.57,0,624,17,1,44,4,54.8,129.25,26,0,22,6.32,0.168,1,86.64,biller
Professional Services,11.2,12,Pvt Ltd,0,Tier-1,97.45,34.37,1.67,18.15,14.82,0.352,2.479,63.5,18,111,1.052,2.51,79,9.7,10.2,0.35,stable,0,0,0,0,621,4,1,18,5,89,116.77,28,0,30,5.26,0.1872,1,16.31,biller
Professional Services,7.4,7,LLP,1,Rural,53.51,23.09,9.91,14.54,10.82,1.574,0.783,25.3,20,82,2.749,7.48,81.9,22.7,34.3,0.83,stable,1,1,2.37,0,692,18,0,20,6,77.5,225.42,19,0,30,7.13,0.2668,1,21.47,biller
Construction,4.4,11,Public Ltd,1,Tier-2,830.21,24.2,132.28,-25.15,18.69,0.474,1.339,8.6,1,200,4.897,2.29,78.7,28.4,32.1,4.6,stable,1,4,4.02,0,696,3,3,1,4,70.3,979.4,22,0,10,8.88,0.5014,0,0,none
Healthcare Supplies,3.6,84,Partnership,1,Tier-1,506.97,9.34,44.2,9.05,1.27,1.517,2.296,12.6,13,28,0.689,4.16,84,4.7,8.5,1.68,stable,1,1,5.85,0,676,46,0,13,6,89,19.29,6,0,20,6.15,0.1379,1,30.08,biller
Wholesale Trade,1.5,23,Partnership,1,Metro,15.07,31.89,4.81,31.56,14.76,2.012,1.549,34.9,1,21,0.886,5.32,74.2,2.4,11.5,0.56,stable,0,0,0,0,734,62,1,1,6,91.8,18.61,76,0,18,5.82,0.2613,1,4.37,biller
IT Services,2.3,40,Partnership,1,Tier-1,156.09,32.29,31.64,36,2.63,0.248,1.114,28.8,2,58,2.443,11.85,73.8,10.1,27.7,5.86,declining,0,0,0,0,721,13,1,2,3,84.1,141.69,32,2,35,6.09,0.2463,1,15.91,platform
